reference,activity,time
PULSAR,CAMBIO BOMBILLO FAROLA,0.4
PULSAR 180 UG,CAMBIO BOMBILLO FAROLA,0.4
PULSAR 150,CAMBIO BOMBILLO FAROLA,0.4
THOR 160,CAMBIO BOMBILLO FAROLA,0.5
PULSAR 200,CAMBIO BOMBILLO FAROLA,0.5
PULSAR 150 NS,CAMBIO BOMBILLO FAROLA,0.5
PULSAR 150 AS,CAMBIO BOMBILLO FAROLA,0.5
PULSAR 200 AS,CAMBIO BOMBILLO FAROLA,0.5
PULSAR 200 NS,CAMBIO BOMBILLO FAROLA,0.5
PULSAR  RS 200,CAMBIO BOMBILLO FAROLA,0.1
PULSAR 220,CAMBIO BOMBILLO FAROLA,1
AVENGER 220,CAMBIO BOMBILLO FAROLA,0.4
XCD,CAMBIO BOMBILLO FAROLA,1
DISCOVER 100,CAMBIO BOMBILLO FAROLA,0.4
DISCOVER 135,CAMBIO BOMBILLO FAROLA,0.4
BOXER,CAMBIO BOMBILLO FAROLA,0.4
LEXUS,CAMBIO BOMBILLO FAROLA,0.4
DISCOVER 100 5S,CAMBIO BOMBILLO FAROLA,0.5
DISCOVER 150,CAMBIO BOMBILLO FAROLA,0.7
CHAMPION,CAMBIO BOMBILLO FAROLA,0.7
DISCOVER 125 ST,CAMBIO BOMBILLO FAROLA,0.7
BOXER BM 100,CAMBIO BOMBILLO FAROLA,0.4
BOXER BM 150,CAMBIO BOMBILLO FAROLA,0.4
BOXER BM 100 ES,CAMBIO BOMBILLO FAROLA,0.4
PLATINO 125,CAMBIO BOMBILLO FAROLA,0.4
PLATINO 125 - 5S,CAMBIO BOMBILLO FAROLA,0.4
PLATINO 100,CAMBIO BOMBILLO FAROLA,0.4
PLATINO 110,CAMBIO BOMBILLO FAROLA,0.4
FAMILLY,CAMBIO BOMBILLO FAROLA,0.4
MOTOCARRO 4T,CAMBIO BOMBILLO FAROLA,0.3
TORITO,CAMBIO BOMBILLO FAROLA,0.5
KAZE MAX II,CAMBIO BOMBILLO FAROLA,0.5
ZX 130- MAGIC II,CAMBIO BOMBILLO FAROLA,0.5
KMX,CAMBIO BOMBILLO FAROLA,0.4
KLX 150,CAMBIO BOMBILLO FAROLA,0.4
KLX150  L,CAMBIO BOMBILLO FAROLA,0.4
KLX 250,CAMBIO BOMBILLO FAROLA,0.4
NINJA 250,CAMBIO BOMBILLO FAROLA,0.3
NINJA 250 FI,CAMBIO BOMBILLO FAROLA,0.4
Z250,CAMBIO BOMBILLO FAROLA,0.4
Z250 SL,CAMBIO BOMBILLO FAROLA,0.4
ER-6n,CAMBIO BOMBILLO FAROLA,0.5
TRANS-SPORT,CAMBIO BOMBILLO FAROLA,0.4
MRX 150,CAMBIO BOMBILLO FAROLA,0.4
FURAX,CAMBIO BOMBILLO FAROLA,0.3
BOMBER 125,CAMBIO BOMBILLO FAROLA,0.4
COMBAT 125,CAMBIO BOMBILLO FAROLA,0.4
ZS,CAMBIO BOMBILLO FAROLA,0.5
LIFE,CAMBIO BOMBILLO FAROLA,0.5
HUNTER,CAMBIO BOMBILLO FAROLA,0.5
BLACK,CAMBIO BOMBILLO FAROLA,36646.99958333333
VENOM 250,CAMBIO BOMBILLO FAROLA,0.5
ONE,CAMBIO BOMBILLO FAROLA,0.4
FLOW,CAMBIO BOMBILLO FAROLA,0.4
ADVANCE II LF,CAMBIO BOMBILLO FAROLA,0.4
ZONTES 155,CAMBIO BOMBILLO FAROLA,0.4
ZONTES 310M,CAMBIO BOMBILLO FAROLA,36646.99958333333
SHOCK,CAMBIO BOMBILLO FAROLA,0.4
TNT150i,CAMBIO BOMBILLO FAROLA,0.4
TNT25N,CAMBIO BOMBILLO FAROLA,0.6
LEONCINO 250,CAMBIO BOMBILLO FAROLA,0.6
TRK 251,CAMBIO BOMBILLO FAROLA,0.6
TOP BOY,CAMBIO BOMBILLO STOP (C/U),0.1
AGILITY,CAMBIO BOMBILLO STOP (C/U),0.1
AGILITY RS,CAMBIO BOMBILLO STOP (C/U),0.1
AGILITY CITY 150,CAMBIO BOMBILLO STOP (C/U),0.1
BET & WIN,CAMBIO BOMBILLO STOP (C/U),0.1
ACTIV,CAMBIO BOMBILLO STOP (C/U),0.1
SPIKE,CAMBIO BOMBILLO STOP (C/U),0.1
AGILITY RS  NAKED,CAMBIO BOMBILLO STOP (C/U),0.1
ROCKET,CAMBIO BOMBILLO STOP (C/U),1
FLY 125,CAMBIO BOMBILLO STOP (C/U),0.1
TWIST,CAMBIO BOMBILLO STOP (C/U),0.1
JETIX,CAMBIO BOMBILLO STOP (C/U),0.1
UNI-K 110,CAMBIO BOMBILLO STOP (C/U),0.1
TRACK,CAMBIO BOMBILLO STOP (C/U),0.1
AVENGER 220,CAMBIO BOMBILLO STOP (C/U),0.1
DISCOVER 135,CAMBIO BOMBILLO STOP (C/U),0.1
BOXER,CAMBIO BOMBILLO STOP (C/U),0.1
LEXUS,CAMBIO BOMBILLO STOP (C/U),0.1
DISCOVER 100 5S,CAMBIO BOMBILLO STOP (C/U),0.1
DISCOVER 150,CAMBIO BOMBILLO STOP (C/U),0.1
CHAMPION,CAMBIO BOMBILLO STOP (C/U),0.1
DISCOVER 125 ST,CAMBIO BOMBILLO STOP (C/U),0.1
BOXER BM 100,CAMBIO BOMBILLO STOP (C/U),0.1
BOXER BM 150,CAMBIO BOMBILLO STOP (C/U),0.1
BOXER BM 100 ES,CAMBIO BOMBILLO STOP (C/U),0.1
PLATINO 125 - 5S,CAMBIO BOMBILLO STOP (C/U),0.1
PLATINO 100,CAMBIO BOMBILLO STOP (C/U),0.1
PLATINO 110,CAMBIO BOMBILLO STOP (C/U),0.1
FAMILLY,CAMBIO BOMBILLO STOP (C/U),0.1
MOTOCARRO 4T,CAMBIO BOMBILLO STOP (C/U),0.3
TORITO,CAMBIO BOMBILLO STOP (C/U),0.3
KAZE MAX II,CAMBIO BOMBILLO STOP (C/U),0.3
ZX 130- MAGIC II,CAMBIO BOMBILLO STOP (C/U),0.2
KMX,CAMBIO BOMBILLO STOP (C/U),0.1
KLX 150,CAMBIO BOMBILLO STOP (C/U),0.1
KLX150  L,CAMBIO BOMBILLO STOP (C/U),0.1
KLX 250,CAMBIO BOMBILLO STOP (C/U),0.2
NINJA 250,CAMBIO BOMBILLO STOP (C/U),0.1
NINJA 250 FI,CAMBIO BOMBILLO STOP (C/U),0.2
Z250,CAMBIO BOMBILLO STOP (C/U),0.2
Z250 SL,CAMBIO BOMBILLO STOP (C/U),0.2
ER-6n,CAMBIO BOMBILLO STOP (C/U),0.2
TRANS-SPORT,CAMBIO BOMBILLO STOP (C/U),0.3
MRX 150,CAMBIO BOMBILLO STOP (C/U),0.1
FURAX,CAMBIO BOMBILLO STOP (C/U),1
ONE,CAMBIO BOMBILLO STOP (C/U),0.1
SHOCK,CAMBIO BOMBILLO STOP (C/U),0.4
TOP BOY,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
AGILITY,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
AGILITY RS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
AGILITY CITY 150,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
BET & WIN,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
ACTIV,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
SPIKE,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
AGILITY RS  NAKED,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
FLY 125,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TWIST,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
JETIX,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
UNI-K 110,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TRACK,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 135,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
Perseo,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 180 UG,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 150,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
THOR 160,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 200,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 150 NS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 150 AS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 200 AS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 200 NS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PULSAR 220,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
AVENGER 220,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
XCD,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
DISCOVER 100,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
DISCOVER 135,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
BOXER,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
LEXUS,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
DISCOVER 100 5S,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
BOXER BM 100,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
BOXER BM 150,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
BOXER BM 100 ES,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PLATINO 125,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PLATINO 125 - 5S,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PLATINO 100,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
PLATINO 110,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
FAMILLY,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
MOTOCARRO 4T,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TORITO,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
MOTOCARRO DIESEL,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
KAZE MAX II,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
ZX 130- MAGIC II,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
KMX,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
KLX 150,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
KLX150  L,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
KLX 250,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
NINJA 250,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
NINJA 250 FI,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
Z250,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
Z250 SL,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
ER-6n,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TRANS-SPORT,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
MRX 150,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
FURAX,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
VENOM 250,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
ONE,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
SHOCK,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
LEONCINO 500,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TRK 500X,CAMBIO BOMBILLO DIRECCIONAL TRASERA (C/U),0.1
TOP BOY,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
AGILITY,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
AGILITY RS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.5
AGILITY CITY 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.5
BET & WIN,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
ACTIV,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.3
SPIKE,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.3
AGILITY RS  NAKED,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.5
FLY 125,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.5
TWIST,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.5
JETIX,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.3
UNI-K 110,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.3
TRACK,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 135,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
Perseo,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 180 UG,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
THOR 160,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 200,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 150 NS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 150 AS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 200 AS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 200 NS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PULSAR 220,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
AVENGER 220,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
XCD,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 100,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 135,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
BOXER,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
LEXUS,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 100 5S,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
CHAMPION,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 125 ST,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
BOXER BM 100,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
BOXER BM 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
BOXER BM 100 ES,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PLATINO 125,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PLATINO 125 - 5S,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PLATINO 100,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
PLATINO 110,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
FAMILLY,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
MOTOCARRO 4T,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
TORITO,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
MOTOCARRO DIESEL,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
KAZE MAX II,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
ZX 130- MAGIC II,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.3
KMX,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
KLX 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
KLX150  L,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
KLX 250,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
NINJA 250,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
NINJA 250 FI,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
Z250,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
Z250 SL,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
ER-6n,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.2
TRANS-SPORT,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
MRX 150,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
FURAX,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
VENOM 250,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
ONE,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
SHOCK,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.1
LEONCINO 500,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.2
TRK 500X,CAMBIO BOMBILLO DIRECCIONAL DELANTERA (C/U),0.2
TOP BOY,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
AGILITY,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
AGILITY RS,CAMBIO DIRECCIONAL TRASERA (C/U),1
AGILITY CITY 150,CAMBIO DIRECCIONAL TRASERA (C/U),1
BET & WIN,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
ACTIV,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
SPIKE,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
AGILITY RS  NAKED,CAMBIO DIRECCIONAL TRASERA (C/U),1
SUPER 8,CAMBIO DIRECCIONAL TRASERA (C/U),1
GACELA,CAMBIO DIRECCIONAL TRASERA (C/U),1
ROCKET,CAMBIO DIRECCIONAL TRASERA (C/U),1
FLY 125,CAMBIO DIRECCIONAL TRASERA (C/U),1
TWIST,CAMBIO DIRECCIONAL TRASERA (C/U),1
PULSAR 135,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
Perseo,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 180 UG,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 150,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
THOR 160,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 200,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 150 NS,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 150 AS,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 200 AS,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 200 NS,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TITAN,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR  RS 200,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PULSAR 220,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
AVENGER 220,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
XCD,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
DISCOVER 100,CAMBIO DIRECCIONAL TRASERA (C/U),0.1
DISCOVER 135,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
BOXER,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
LEXUS,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
DISCOVER 100 5S,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
DISCOVER 150,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
CHAMPION,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
DISCOVER 125 ST,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
BOXER BM 100,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
BOXER BM 150,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
BOXER BM 100 ES,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PLATINO 125,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PLATINO 125 - 5S,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PLATINO 100,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
PLATINO 110,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
FAMILLY,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
MOTOCARRO 4T,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
TORITO,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
KAZE MAX II,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
ZX 130- MAGIC II,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
KMX,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
KLX 150,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
KLX150  L,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
KLX 250,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
NINJA 250,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
NINJA 250 FI,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
Z250,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
Z250 SL,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
ER-6n,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TRANS-SPORT,CAMBIO DIRECCIONAL TRASERA (C/U),0.6
MRX 150,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
FURAX,CAMBIO DIRECCIONAL TRASERA (C/U),0.5
BOMBER 125,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
BOMBER 250,CAMBIO DIRECCIONAL TRASERA (C/U),0.3
COMBAT 125,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
ZS,CAMBIO DIRECCIONAL TRASERA (C/U),1
LIFE,CAMBIO DIRECCIONAL TRASERA (C/U),1
HUNTER,CAMBIO DIRECCIONAL TRASERA (C/U),1
BLACK,CAMBIO DIRECCIONAL TRASERA (C/U),1
VENOM 400,CAMBIO DIRECCIONAL TRASERA (C/U),0.3
VENOM 250,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
FLOW,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
ADVANCE II LF,CAMBIO DIRECCIONAL TRASERA (C/U),0.7
ZONTES 155,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
ZONTES 310M,CAMBIO DIRECCIONAL TRASERA (C/U),1
SHOCK,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TNT150i,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
180S,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TNT25N,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
LEONCINO 500,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
LEONCINO 250,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TRK 500X,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TRK 251,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
302 S,CAMBIO DIRECCIONAL TRASERA (C/U),0.4
TOP BOY,CAMBIO DIRECCIONAL DELANTERA (C/U),0.7
AGILITY,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
AGILITY RS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
AGILITY CITY 150,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
BET & WIN,CAMBIO DIRECCIONAL DELANTERA (C/U),1
ACTIV,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
SPIKE,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
AGILITY RS  NAKED,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
SUPER 8,CAMBIO DIRECCIONAL DELANTERA (C/U),1
GACELA,CAMBIO DIRECCIONAL DELANTERA (C/U),1
CRUCERO             x-town 300,CAMBIO DIRECCIONAL DELANTERA (C/U),1
ROCKET,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
FLY 125,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
TWIST,CAMBIO DIRECCIONAL DELANTERA (C/U),0.6
JETIX,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
UNI-K 110,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
TRACK,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 135,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
Perseo,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
PULSAR,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
PULSAR 180 UG,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
PULSAR 150,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
THOR 160,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 200,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 150 NS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 150 AS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 200 AS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
PULSAR 200 NS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.5
TITAN,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
PULSAR  RS 200,CAMBIO DIRECCIONAL DELANTERA (C/U),0.7
PULSAR 220,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
AVENGER 220,CAMBIO DIRECCIONAL DELANTERA (C/U),0.2
XCD,CAMBIO DIRECCIONAL DELANTERA (C/U),1
DISCOVER 100,CAMBIO DIRECCIONAL DELANTERA (C/U),0.1
DISCOVER 135,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
BOXER,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
LEXUS,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
DISCOVER 100 5S,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
DISCOVER 150,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
CHAMPION,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
DISCOVER 125 ST,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
BOXER BM 100,CAMBIO DIRECCIONAL DELANTERA (C/U),0.2
BOXER BM 150,CAMBIO DIRECCIONAL DELANTERA (C/U),0.2
BOXER BM 100 ES,CAMBIO DIRECCIONAL DELANTERA (C/U),0.2
PLATINO 125,CAMBIO DIRECCIONAL DELANTERA (C/U),1
PLATINO 125 - 5S,CAMBIO DIRECCIONAL DELANTERA (C/U),1
PLATINO 100,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
PLATINO 110,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
FAMILLY,CAMBIO DIRECCIONAL DELANTERA (C/U),0.4
